LncRNA name	MiRNA name 	Gene name	Disease(TCGA)	Activity score
RP4-758J18.2	hsa-miR-29a-3p	NMI	THYM	0.361647024596983
RP11-415J8.7	hsa-miR-181a-5p	CTNNB1	THYM	0.36163302179311
RP13-516M14.1	hsa-miR-9-5p	DYRK1B	THYM	0.361603499104973
ADIRF-AS1	hsa-miR-548j-5p	TNS1	THYM	0.361563395428808
RP11-405O10.2	hsa-miR-378a-3p	KSR1	THYM	0.361474826359056
SNHG12	hsa-miR-23a-3p	PPARGC1A	THYM	0.36147144885019
RP11-228B15.4	hsa-miR-378a-3p	TGFB2	THYM	0.361442982098302
CTD-2517M22.14	hsa-miR-17-5p	LIMK1	THYM	0.361344639710585
EBLN3P	hsa-miR-17-5p	GPR137B	THYM	0.36134346994712
CTC-351M12.1	hsa-miR-106a-5p	BMP2	THYM	0.361243987768495
RP4-671O14.6	hsa-miR-15b-5p	SOCS3	THYM	0.36121898538255
KB-318B8.7	hsa-miR-18a-5p	SMAD3	THYM	0.361213416618419
RP5-1024G6.5	hsa-miR-20a-5p	CDKN1A	THYM	0.361179977818682
RP1-191J18.66	hsa-miR-34a-5p	PLK1	THYM	0.361170950313402
COL4A2-AS1	hsa-miR-20a-5p	MMP2	THYM	0.361137560759163
TSC22D1-AS1	hsa-miR-25-3p	SMAD7	THYM	0.361119474487102
RP11-701H24.4	hsa-miR-19b-3p	TLR2	THYM	0.361002831644397
RP11-154J22.1	hsa-miR-9-5p	ELAVL1	THYM	0.360926564738805
RP11-108M9.6	hsa-miR-24-3p	E2F2	THYM	0.360835357193708
LINC00630	hsa-miR-107	HMGA2	THYM	0.360812846561469
LINC00476	hsa-miR-125a-3p	EZH2	THYM	0.360775036294374
RP11-478C19.2	hsa-miR-181b-5p	CBX7	THYM	0.360763528331522
COL4A2-AS1	hsa-miR-20a-5p	ARHGAP12	THYM	0.360755604807476
NEAT1	hsa-miR-7-5p	HOXB5	THYM	0.360724881623955
RP11-834C11.4	hsa-let-7f-5p	MYH9	THYM	0.360662833141369
PPP3CB-AS1	hsa-miR-128-3p	VEGFC	THYM	0.360655486151185
CTC-479C5.10	hsa-miR-24-3p	TACC3	THYM	0.360567352123785
RP11-405O10.2	hsa-miR-378a-3p	VEGFA	THYM	0.360561318753418
RP11-546B15.1	hsa-miR-625-5p	ILK	THYM	0.360434916871045
NORAD	hsa-miR-106a-5p	ATM	THYM	0.36038552152506
CFLAR-AS1	hsa-miR-581	DICER1	THYM	0.36035212958794
PROSER2-AS1	hsa-miR-206	MET	THYM	0.360339725968452
RP1-191J18.66	hsa-miR-34a-5p	H2AFX	THYM	0.360307887675727
AC008697.1	hsa-miR-520c-3p	MTOR	THYM	0.360200395215113
XXbac-B461K10.4	hsa-miR-19b-3p	HIPK3	THYM	0.360166314620177
MAPKAPK5-AS1	hsa-miR-1266-5p	TERT	THYM	0.360125181252279
RP4-758J18.2	hsa-miR-29c-3p	PTEN	THYM	0.360036159423304
ZFPM2-AS1	hsa-miR-93-5p	PURA	THYM	0.360034910645591
LINC00665	hsa-miR-20a-5p	TGFBR1	THYM	0.359954382785022
CTC-351M12.1	hsa-miR-17-5p	COL4A1	THYM	0.359953088833561
COL4A2-AS1	hsa-miR-17-5p	DNAJC27	THYM	0.359889658999345
RP3-467L1.4	hsa-miR-150-3p	CTNNB1	THYM	0.359852661682739
ZFPM2-AS1	hsa-miR-93-5p	TGFBR2	THYM	0.359832070255783
RP11-288L9.4	hsa-miR-128-3p	CDKN1A	THYM	0.359709891058291
EBLN3P	hsa-miR-20a-5p	TIMP3	THYM	0.359659178096473
TRG-AS1	hsa-miR-196a-5p	TYMS	THYM	0.359611884164916
UNQ6494	hsa-miR-125a-5p	TP53	THYM	0.35952181847626
CCDC18-AS1	hsa-miR-34a-5p	PIK3CG	THYM	0.359391394540722
LINC01128	hsa-let-7b-5p	EZH2	THYM	0.359355845588945
ZFHX2-AS1	hsa-miR-125a-5p	AKT1	THYM	0.359144483670317
LINC00958	hsa-miR-181b-5p	MCL1	THYM	0.359133501475292
RP11-317N8.5	hsa-miR-106a-5p	LIMK1	THYM	0.359066601290596
LINC00958	hsa-miR-20b-5p	FZD6	THYM	0.358947040210894
CTC-479C5.10	hsa-miR-24-3p	TP53	THYM	0.358845590292327
MALAT1	hsa-miR-92a-3p	PCMTD1	THYM	0.358821669219293
RP11-386G11.10	hsa-miR-125a-5p	HAX1	THYM	0.35879549131542
ZNF790-AS1	hsa-miR-17-5p	PPP2R2B	THYM	0.358795354723637
COL4A2-AS1	hsa-miR-106b-5p	MMP2	THYM	0.358703794372765
CTC-444N24.7	hsa-miR-424-5p	NFIA	THYM	0.358689867330789
NUTM2B-AS1	hsa-miR-497-5p	CCND3	THYM	0.358593895579082
KCNQ1OT1	hsa-miR-33a-5p	SATB2	THYM	0.358376606117171
H19	hsa-miR-107	LATS2	THYM	0.358310506408657
RP11-574K11.24	hsa-miR-125a-5p	MMP11	THYM	0.358215170757574
RP11-317N8.5	hsa-miR-93-5p	SLC2A4	THYM	0.358090716233297
TUG1	hsa-miR-29a-3p	TET1	THYM	0.358059781405096
RP11-317N8.5	hsa-miR-20a-5p	APP	THYM	0.358044321735248
RP11-701H24.4	hsa-miR-19b-3p	TGFBR2	THYM	0.358031563927306
THUMPD3-AS1	hsa-miR-29c-3p	CDK6	THYM	0.357983456957806
ZRANB2-AS2	hsa-miR-550a-5p	RNF43	THYM	0.357784520226617
PPP3CB-AS1	hsa-miR-128-3p	SP1	THYM	0.357672597626269
CTC-351M12.1	hsa-miR-106b-5p	ITCH	THYM	0.357620178117994
RP11-317N8.5	hsa-miR-106b-5p	ITCH	THYM	0.357572954611585
RP11-317N8.5	hsa-miR-93-5p	ITGB8	THYM	0.357469326393843
COL4A2-AS1	hsa-miR-106b-5p	ITCH	THYM	0.357425670087934
RP11-154J22.1	hsa-miR-9-5p	ATG5	THYM	0.357402205324478
PROSER2-AS1	hsa-miR-206	FN1	THYM	0.357354686057698
CTD-2410N18.4	hsa-miR-106a-5p	VEGFA	THYM	0.357311257939808
RP11-108M9.6	hsa-miR-24-3p	LDHB	THYM	0.357240206770451
CTD-2517M22.14	hsa-miR-17-5p	SOCS6	THYM	0.357201729034969
LINC00665	hsa-miR-155-5p	ZNF83	THYM	0.357197838339358
NORAD	hsa-miR-20a-5p	ABL2	THYM	0.357101533143982
EAF1-AS1	hsa-miR-34a-5p	AR	THYM	0.357037529085716
KCNQ1OT1	hsa-miR-15a-5p	FGF7	THYM	0.35689998300893
CTD-2517M22.14	hsa-miR-17-5p	RAB12	THYM	0.356895425609044
OIP5-AS1	hsa-miR-7-5p	IGF1R	THYM	0.35686993679474
EAF1-AS1	hsa-miR-34a-5p	E2F1	THYM	0.356804690827528
RP11-392P7.6	hsa-miR-140-5p	IGF1R	THYM	0.356644654383681
COL4A2-AS1	hsa-miR-20a-5p	BACH1	THYM	0.356579676657892
NORAD	hsa-miR-17-5p	CLIC4	THYM	0.356492273184865
ALKBH3-AS1	hsa-miR-9-5p	ATG5	THYM	0.356345551994049
CTC-444N24.7	hsa-miR-424-5p	VEGFA	THYM	0.356289824425084
ITGA9-AS1	hsa-miR-20b-5p	MYLIP	THYM	0.356232278258347
LINC01578	hsa-miR-29b-3p	DNMT3A	THYM	0.356229416577136
PPP3CB-AS1	hsa-miR-33a-5p	PPARA	THYM	0.356224285901211
LINC00665	hsa-miR-17-5p	PDLIM7	THYM	0.356156844093473
CTD-2410N18.4	hsa-miR-106b-5p	VEGFA	THYM	0.356122805979927
FAM66C	hsa-miR-550a-5p	CPEB4	THYM	0.356109302143042
RP11-317N8.5	hsa-miR-20a-5p	SIRPA	THYM	0.356093757961822
EAF1-AS1	hsa-miR-34a-5p	ZEB1	THYM	0.356080022655867
NORAD	hsa-miR-106a-5p	APC	THYM	0.356036694408894
RP4-758J18.2	hsa-miR-29a-3p	CDC7	THYM	0.356014985698016
RP4-671O14.6	hsa-miR-15a-5p	TAB3	THYM	0.355767521139373
KCNQ1OT1	hsa-miR-17-5p	RBL2	THYM	0.355727475880633
OR2A1-AS1	hsa-let-7g-5p	TNFRSF10B	THYM	0.355650199487548
LINC00665	hsa-miR-155-5p	C16orf62	THYM	0.355616497839855
RNU12	hsa-miR-23b-3p	PTK2B	THYM	0.355536630463545
RP11-317N8.5	hsa-miR-17-5p	GPR137B	THYM	0.355487154665075
CTC-351M12.1	hsa-miR-17-5p	HIF1A	THYM	0.355474226293475
RP11-328C8.4	hsa-miR-17-5p	HIF1A	THYM	0.355435564953739
MBNL1-AS1	hsa-miR-128-1-5p	BMI1	THYM	0.35542948188751
LINC00665	hsa-miR-20a-5p	MEIS1	THYM	0.355372260659247
AC008079.10	hsa-miR-181a-5p	MCL1	THYM	0.35535968154652
ITGA9-AS1	hsa-miR-20a-5p	PHLPP2	THYM	0.355189297552215
CTC-479C5.10	hsa-miR-24-3p	RRM2	THYM	0.355168566416321
CTC-351M12.1	hsa-miR-106b-5p	PKD2	THYM	0.354987749500762
SNHG3	hsa-miR-34c-5p	PABPC1	THYM	0.354948078333218
MALAT1	hsa-miR-92a-3p	TGFBR2	THYM	0.354835342774073
RP5-1024G6.5	hsa-miR-20b-5p	EPHB4	THYM	0.354783152879821
RP11-120D5.1	hsa-miR-200a-3p	ERBIN	THYM	0.354757388625398
RP11-120D5.1	hsa-miR-200a-3p	ERBB2IP	THYM	0.354757388625398
RP11-7O11.3	hsa-miR-204-5p	ELOVL6	THYM	0.354677502865929
MALAT1	hsa-miR-18a-3p	CBX7	THYM	0.354673670420196
COL4A2-AS1	hsa-miR-17-5p	PHLPP1	THYM	0.354569619772077
RP11-305E6.4	hsa-miR-21-5p	HNRNPK	THYM	0.354445964948489
LINC01128	hsa-miR-21-5p	HNRNPK	THYM	0.35444164386576
KB-318B8.7	hsa-miR-18a-5p	SDC4	THYM	0.354273017864242
LINC00339	hsa-miR-125a-3p	EZH2	THYM	0.354238063544697
CCDC18-AS1	hsa-miR-34a-5p	ZAP70	THYM	0.354050416407033
CASC2	hsa-miR-18a-5p	HIF1A	THYM	0.353996064831037
SNHG16	hsa-let-7f-5p	POSTN	THYM	0.353995265187757
EBLN3P	hsa-miR-17-5p	APP	THYM	0.353987932921112
SLFNL1-AS1	hsa-miR-17-5p	CYP7B1	THYM	0.35393605930231
CTC-479C5.10	hsa-miR-24-3p	PCNA	THYM	0.353868656600521
RP11-120D5.1	hsa-miR-200a-3p	DEK	THYM	0.353844548314401
RP11-317N8.5	hsa-miR-17-5p	CDKN1A	THYM	0.353822782001508
CCDC18-AS1	hsa-miR-34a-5p	ARHGDIB	THYM	0.353806876318167
CTD-2517M22.14	hsa-miR-93-5p	PHLPP2	THYM	0.353672782748421
KDM4A-AS1	hsa-miR-31-5p	CXCL12	THYM	0.353657648136165
RP5-1024G6.5	hsa-miR-20a-5p	ETV1	THYM	0.353640855101091
RP13-39P12.3	hsa-miR-130b-3p	MMP2	THYM	0.353517373133469
EAF1-AS1	hsa-miR-34a-5p	RAD51	THYM	0.353506896915454
OIP5-AS1	hsa-miR-148b-3p	ACVR1	THYM	0.353501938384718
SH3BP5-AS1	hsa-miR-181a-5p	GATA6	THYM	0.353453407218127
RP11-120D5.1	hsa-miR-200a-3p	DNMT1	THYM	0.353417460043374
CCDC18-AS1	hsa-miR-34a-5p	ZEB1	THYM	0.353354282549584
RP11-108M9.6	hsa-miR-24-3p	GATA3	THYM	0.353187278212056
LINC01278	hsa-miR-130b-3p	CYLD	THYM	0.353163011736644
EBLN3P	hsa-miR-17-5p	COL4A3	THYM	0.353162004016256
ZFPM2-AS1	hsa-miR-93-5p	LATS2	THYM	0.353123234919642
RP11-415J8.7	hsa-miR-181a-5p	PLAU	THYM	0.353054357313385
RP11-328C8.4	hsa-miR-17-5p	HBP1	THYM	0.353024635544522
CKMT2-AS1	hsa-miR-155-3p	CREBRF	THYM	0.353014950461419
CTC-351M12.1	hsa-miR-106b-5p	APC	THYM	0.352969552594145
CTD-2410N18.4	hsa-miR-106a-5p	APP	THYM	0.352963592017857
RP11-588K22.2	hsa-miR-107	PLAG1	THYM	0.352896049267212
LINC01278	hsa-miR-130b-3p	PPARA	THYM	0.352858569407873
OIP5-AS1	hsa-miR-148b-3p	PIK3CA	THYM	0.352806150875176
RP11-317N8.5	hsa-miR-20a-5p	TCEAL1	THYM	0.35265040771333
CTD-2410N18.4	hsa-miR-20b-5p	VEGFA	THYM	0.352595171981828
CCDC18-AS1	hsa-miR-34a-5p	LEF1	THYM	0.352538911380971
EAF1-AS1	hsa-miR-29c-3p	DNMT3A	THYM	0.352509691911326
ZNF790-AS1	hsa-miR-17-5p	RAB12	THYM	0.35239792428087
THUMPD3-AS1	hsa-miR-29b-3p	NKIRAS2	THYM	0.352329620551743
RP11-328C8.4	hsa-miR-106a-5p	RARB	THYM	0.352276340102676
RP13-39P12.3	hsa-miR-130b-3p	UVRAG	THYM	0.352264654757269
EAF1-AS1	hsa-miR-34a-5p	PLK1	THYM	0.352261609101376
OR2A1-AS1	hsa-miR-942-5p	GSK3B	THYM	0.352189959312753
COL4A2-AS1	hsa-miR-20a-5p	MAP3K5	THYM	0.35212248118072
RP11-452F19.3	hsa-miR-26a-5p	PHB	THYM	0.351914158567127
RP11-574K11.24	hsa-miR-125a-5p	AKT1	THYM	0.351882557547231
KB-318B8.7	hsa-miR-18a-5p	HIF1A	THYM	0.351711642042998
RP11-314B1.2	hsa-miR-130a-3p	KLF4	THYM	0.351661796805286
LINC00958	hsa-miR-373-3p	RAD23B	THYM	0.351654547882522
RP11-317N8.5	hsa-miR-20b-5p	LIMK1	THYM	0.351533712523902
LINC00665	hsa-miR-155-5p	SMAD3	THYM	0.351461986012693
AP000487.5	hsa-miR-550a-5p	CPEB4	THYM	0.351403775894537
RP11-342K2.1	hsa-miR-29a-3p	PPM1D	THYM	0.351385927828319
THUMPD3-AS1	hsa-miR-29c-3p	GAPDH	THYM	0.351311527437435
PROSER2-AS1	hsa-miR-206	TWIST1	THYM	0.351274723290221
OR2A1-AS1	hsa-let-7g-5p	THBS1	THYM	0.35127384543834
EBLN3P	hsa-miR-106a-5p	LIMK1	THYM	0.351201402249024
THUMPD3-AS1	hsa-miR-29a-3p	PTEN	THYM	0.351185086686855
RP11-328C8.4	hsa-miR-17-5p	ZNFX1	THYM	0.351149945436797
CTD-2517M22.14	hsa-miR-93-5p	TGFBR2	THYM	0.351140673699147
THUMPD3-AS1	hsa-miR-29b-3p	BCL7A	THYM	0.351024154607772
SNHG16	hsa-let-7d-5p	COL3A1	THYM	0.350949105327997
COL4A2-AS1	hsa-miR-93-5p	MMP3	THYM	0.350882499456794
RP11-478C19.2	hsa-miR-181b-5p	RNF2	THYM	0.35077694640317
RP11-328C8.4	hsa-miR-17-5p	SMURF1	THYM	0.350711727966971
CTD-3131K8.2	hsa-miR-34a-5p	PCBP2	THYM	0.350694287632486
LINC00960	hsa-miR-107	DICER1	THYM	0.350628332981121
RP5-1024G6.5	hsa-miR-20b-5p	LIMK1	THYM	0.350612062209301
AC008079.10	hsa-miR-181a-5p	GATA6	THYM	0.350483367021716
CBR3-AS1	hsa-miR-1285-3p	TGM2	THYM	0.350437358745468
PROSER2-AS1	hsa-miR-206	FSTL1	THYM	0.350435379410494
NR2F1-AS1	hsa-miR-29b-3p	COL4A1	THYM	0.350408816374092
LINC00665	hsa-miR-17-5p	VLDLR	THYM	0.350400423017884
XXbac-B461K10.4	hsa-miR-19b-3p	MYLIP	THYM	0.350314612395109
FLJ46284	hsa-miR-15b-5p	PURA	THYM	0.350234331816303
RP11-677M14.8	hsa-miR-29b-3p	LASP1	THYM	0.349820064841422
CKMT2-AS1	hsa-miR-130b-3p	CYLD	THYM	0.349770395426115
AC084082.3	hsa-miR-548d-3p	TP53BP2	THYM	0.349756427025354
LINC00665	hsa-miR-155-5p	GPM6B	THYM	0.349753882588312
PRKCZ-AS1	hsa-miR-3940-5p	CCND1	THYM	0.349676746973899
CTC-351M12.1	hsa-miR-106b-5p	RBL2	THYM	0.349520731912339
U47924.31	hsa-miR-299-3p	FXN	THYM	0.349485669296297
LINC00630	hsa-miR-107	SALL4	THYM	0.349465761799696
LINC00665	hsa-miR-20b-5p	MYLIP	THYM	0.349442283143869
LINC00958	hsa-miR-17-5p	MFN2	THYM	0.349436282123418
RP11-545I5.3	hsa-miR-146a-5p	WASF2	THYM	0.349422300668402
LINC00958	hsa-miR-17-5p	CDKN1A	THYM	0.349417596955173
RP11-545I5.3	hsa-miR-146a-5p	BCLAF1	THYM	0.349339164747708
RP5-1039K5.19	hsa-miR-19b-3p	MYLIP	THYM	0.349258685547053
TTN-AS1	hsa-miR-107	NF1	THYM	0.349219471730641
RP4-758J18.2	hsa-miR-29a-3p	CDK6	THYM	0.349184448469473
UNQ6494	hsa-miR-125a-5p	VPS51	THYM	0.349162636290174
LINC00665	hsa-miR-155-5p	ITGB1	THYM	0.349062828557057
RP4-622L5.7	hsa-miR-107	PRKCE	THYM	0.348893007964135
AC107081.5	hsa-miR-29c-3p	DNMT3A	THYM	0.348873700818701
CTD-2517M22.14	hsa-miR-93-5p	VEGFA	THYM	0.34886231187723
RP11-317N8.5	hsa-miR-17-5p	BACH1	THYM	0.348850314189996
SATB1-AS1	hsa-miR-10a-5p	PIK3CG	THYM	0.348791038590193
C1RL-AS1	hsa-miR-16-5p	CDKN1A	THYM	0.348764635321721
CTD-2517M22.14	hsa-miR-17-5p	PHLPP2	THYM	0.348747920582349
CTD-2517M22.14	hsa-miR-373-3p	IRF9	THYM	0.348712959429214
RP5-1074L1.4	hsa-miR-29a-3p	SAPCD2	THYM	0.348702087326926
RP4-794H19.1	hsa-miR-27a-3p	BTG2	THYM	0.348697993700901
EAF1-AS1	hsa-miR-34a-5p	GALNT7	THYM	0.34864473803712
CTD-3131K8.2	hsa-miR-34a-5p	MCM2	THYM	0.348635979534045
CTD-2410N18.4	hsa-miR-106b-5p	TNFRSF10A	THYM	0.348518985388018
EBLN3P	hsa-miR-19b-1-5p	KDR	THYM	0.348488020362413
RP1-191J18.66	hsa-miR-34a-5p	PKMYT1	THYM	0.348435884180015
TSC22D1-AS1	hsa-miR-92a-3p	TP63	THYM	0.348382227140398
RP11-392P7.6	hsa-miR-140-5p	RALA	THYM	0.348294110889284
PINK1-AS	hsa-miR-324-5p	SMO	THYM	0.348220349035111
EBLN3P	hsa-miR-20a-5p	COL4A3	THYM	0.348197059472091
ITGA9-AS1	hsa-miR-20a-5p	TGFBR2	THYM	0.348075412751672
RP11-108M9.6	hsa-miR-24-3p	CHEK1	THYM	0.347970041295014
CTD-2517M22.14	hsa-miR-93-5p	PURA	THYM	0.347948123739905
HCG18	hsa-miR-9-5p	NAE1	THYM	0.347905014118748
ZNF790-AS1	hsa-miR-20b-5p	FZD6	THYM	0.347815427484586
CTC-351M12.1	hsa-miR-20a-5p	TIMP3	THYM	0.347589881325893
AC093627.10	hsa-miR-32-5p	TSC1	THYM	0.347589670298861
LINC00665	hsa-miR-93-5p	ANG	THYM	0.347578249752729
COL4A2-AS1	hsa-miR-17-5p	PKD2	THYM	0.347421091313002
GAS5	hsa-miR-26a-5p	PHB	THYM	0.347291192817333
CTC-351M12.1	hsa-miR-20a-5p	RGS5	THYM	0.347183364621233
RP4-794H19.1	hsa-miR-27a-3p	LAMP2	THYM	0.347076285254496
EAF1-AS1	hsa-miR-34a-5p	PKMYT1	THYM	0.347013568778187
ITGA9-AS1	hsa-miR-20a-5p	ARHGAP1	THYM	0.347010632493429
SNHG16	hsa-let-7a-5p	CDKN1A	THYM	0.347005241079703
RP11-478C19.2	hsa-miR-181b-5p	CARD10	THYM	0.34695138000388
RP11-983P16.4	hsa-miR-188-5p	GREM2	THYM	0.346907545165538
CTC-351M12.1	hsa-miR-17-5p	TRIM8	THYM	0.346906083743454
EBLN3P	hsa-miR-20a-5p	LIMK1	THYM	0.346887393516457
CTC-351M12.1	hsa-miR-17-5p	BACH1	THYM	0.346872358002543
TUG1	hsa-miR-29b-3p	RUNX2	THYM	0.346683172931247
NR2F1-AS1	hsa-miR-29b-3p	COL4A2	THYM	0.346615907014794
CTC-444N24.7	hsa-miR-424-5p	EPAS1	THYM	0.346592265633256
KCNQ1OT1	hsa-miR-20b-5p	HIF1A	THYM	0.346555437175442
ZNF790-AS1	hsa-miR-17-5p	CCND1	THYM	0.346548878944804
THUMPD3-AS1	hsa-miR-29a-3p	TP53	THYM	0.346490029502569
CCDC18-AS1	hsa-miR-34a-5p	TCF7	THYM	0.346459724952832
COL4A2-AS1	hsa-miR-17-5p	ICAM1	THYM	0.346372405563156
RP4-622L5.7	hsa-miR-107	JAK1	THYM	0.346335231178197
CFLAR-AS1	hsa-miR-424-5p	EPAS1	THYM	0.346174894066692
TSC22D1-AS1	hsa-miR-92a-3p	STAT3	THYM	0.346090902562412
CTC-351M12.1	hsa-miR-17-5p	BMP2	THYM	0.345999121467181
EBLN3P	hsa-miR-17-5p	ITGB8	THYM	0.345982256517493
LINC00665	hsa-miR-17-5p	TRIM8	THYM	0.345925271398861
CTD-2292P10.4	hsa-miR-424-5p	FOXO1	THYM	0.345915136071397
SLFNL1-AS1	hsa-miR-17-5p	EPAS1	THYM	0.345887466016014
ZNF790-AS1	hsa-miR-20a-5p	TGFBR1	THYM	0.34569630553067
NORAD	hsa-miR-20a-5p	CLIC4	THYM	0.345669077079568
RP11-317N8.5	hsa-miR-17-5p	DNAJC27	THYM	0.345602223008974
RP11-421L21.3	hsa-miR-27a-3p	PDS5B	THYM	0.345555344208451
RP11-108M9.6	hsa-miR-24-3p	CORO1A	THYM	0.345517516619802
RP11-342K2.1	hsa-miR-29a-3p	NMI	THYM	0.345487939463393
BOLA3-AS1	hsa-miR-130b-3p	CYLD	THYM	0.345267455059066
CTD-2292P10.4	hsa-miR-15b-5p	TRIM29	THYM	0.345265543617213
RP5-899E9.1	hsa-let-7a-5p	PKM	THYM	0.345261831760981
OR2A1-AS1	hsa-let-7g-5p	FN1	THYM	0.345149453133548
CKMT2-AS1	hsa-miR-93-5p	FOXO3	THYM	0.345149423914695
TRG-AS1	hsa-let-7c-5p	BCL2L1	THYM	0.345126555016323
CTD-3131K8.2	hsa-miR-34a-5p	PSMD9	THYM	0.344966757506137
AC009133.12	hsa-miR-149-5p	MYD88	THYM	0.3448783048524
HOXA-AS2	hsa-miR-106b-5p	PURA	THYM	0.34484718007822
LINC00665	hsa-miR-17-5p	ITGB8	THYM	0.344839263467588
SLFNL1-AS1	hsa-miR-17-5p	HBP1	THYM	0.344785588566021
LINC00665	hsa-miR-17-5p	TNFSF12	THYM	0.344768368388849
SNHG16	hsa-let-7a-5p	PKM	THYM	0.344663370977194
RP5-1024G6.5	hsa-miR-106b-5p	MFN2	THYM	0.344572176408995
LINC00665	hsa-miR-155-5p	LDOC1	THYM	0.344505612620026
KCNQ1OT1	hsa-miR-106b-5p	EOMES	THYM	0.344475535485864
RP11-405O10.2	hsa-miR-378a-3p	GLI3	THYM	0.344438162255784
FTX	hsa-miR-150-5p	SP1	THYM	0.344412261670888
RP11-120D5.1	hsa-miR-200a-3p	ZEB1	THYM	0.34435248211436
ZNF790-AS1	hsa-miR-20a-5p	EPAS1	THYM	0.344320490707164
COL4A2-AS1	hsa-miR-20a-5p	MEIS1	THYM	0.34424386800361
CTD-2410N18.4	hsa-miR-106a-5p	RARB	THYM	0.344212195609453
RP11-305E6.4	hsa-miR-21-5p	HPGD	THYM	0.344201819259909
RP11-317N8.5	hsa-miR-93-5p	CDKN1A	THYM	0.344109826501086
TTN-AS1	hsa-miR-107	PLAG1	THYM	0.344076205691001
LINC01128	hsa-miR-21-5p	DOCK11	THYM	0.344039558970442
SLFNL1-AS1	hsa-miR-193b-3p	NF1	THYM	0.343962739975438
SNHG3	hsa-miR-139-3p	MMP11	THYM	0.343918857995227
NUTM2A-AS1	hsa-miR-497-5p	WEE1	THYM	0.343883427922571
RP11-120D5.1	hsa-miR-200a-3p	MFF	THYM	0.343873529117519
CTC-351M12.1	hsa-miR-20a-5p	COL4A3	THYM	0.343855101490426
CTC-351M12.1	hsa-miR-17-5p	ADAR	THYM	0.343854096397387
RP4-758J18.2	hsa-miR-29a-3p	RASGRP1	THYM	0.343836539780898
RP11-546B15.1	hsa-miR-625-5p	SOX2	THYM	0.343803447169542
LINC00958	hsa-miR-20a-5p	HIF1A	THYM	0.343761853710214
NR2F1-AS1	hsa-miR-29b-3p	COL3A1	THYM	0.343731616487033
RP11-328C8.4	hsa-miR-106a-5p	MYLIP	THYM	0.343645966052869
ALKBH3-AS1	hsa-miR-9-5p	STARD13	THYM	0.343635677929925
OIP5-AS1	hsa-miR-142-5p	TGFBR2	THYM	0.34360771018532
RP11-328C8.4	hsa-miR-17-5p	VEGFA	THYM	0.343604445974609
RP11-415J8.7	hsa-miR-181a-5p	HIPK2	THYM	0.343599772763345
LINC01359	hsa-miR-7-5p	FOS	THYM	0.343541351314432
RP11-1149O23.3	hsa-miR-196b-5p	MEIS1	THYM	0.343523977760653
EAF1-AS1	hsa-miR-34a-5p	HMGB1	THYM	0.343507892569543
RP11-228B15.4	hsa-miR-378a-3p	KSR1	THYM	0.343494236562671
XXbac-B461K10.4	hsa-miR-19a-3p	CLIC4	THYM	0.343483429845577
CTD-2516F10.2	hsa-miR-19b-3p	HIPK3	THYM	0.343467041749117
CCDC18-AS1	hsa-miR-34a-5p	ATG4C	THYM	0.343399393923324
SLFNL1-AS1	hsa-miR-17-5p	SMURF1	THYM	0.34330868964396
ITGA9-AS1	hsa-miR-20a-5p	MEIS1	THYM	0.343192455919233
NR2F1-AS1	hsa-miR-29b-3p	PDGFB	THYM	0.343089545623763
RP11-305E6.4	hsa-miR-21-5p	HMGB1	THYM	0.343048909291767
AC058791.1	hsa-miR-19a-3p	TNFRSF12A	THYM	0.343036614212265
RNU12	hsa-miR-23a-3p	LDHA	THYM	0.342971667823287
KCNQ1OT1	hsa-miR-15a-5p	AKT3	THYM	0.342951847837308
CTC-351M12.1	hsa-miR-106a-5p	HMGA2	THYM	0.342934040565971
RP11-317N8.5	hsa-miR-20a-5p	BACH1	THYM	0.342888057691742
CTC-351M12.1	hsa-miR-20a-5p	HIF1A	THYM	0.342829891975405
CCDC18-AS1	hsa-miR-141-3p	7-Sep	THYM	0.342796497472552
RP5-1024G6.5	hsa-miR-20a-5p	TCEAL1	THYM	0.342793421586926
RP11-317N8.5	hsa-miR-20a-5p	ETV1	THYM	0.342719802595017
RP11-108M9.6	hsa-miR-24-3p	IL4	THYM	0.342572633132154
LINC00958	hsa-miR-17-5p	PPP2R2B	THYM	0.342502438728272
RP11-317N8.5	hsa-miR-17-5p	TCEAL1	THYM	0.342368782452644
COL4A2-AS1	hsa-miR-106b-5p	RBL2	THYM	0.342368227352201
ZNF790-AS1	hsa-miR-17-5p	ITGB8	THYM	0.342352429997104
RP5-1074L1.4	hsa-miR-29a-3p	DNMT1	THYM	0.342245263304886
LINC00963	hsa-miR-508-5p	GPNMB	THYM	0.341939418569956
COL4A2-AS1	hsa-miR-17-5p	IGFBP3	THYM	0.341928742492074
CTC-479C5.10	hsa-miR-24-3p	LDHB	THYM	0.341888410800683
RP11-305E6.4	hsa-miR-21-5p	GDF5	THYM	0.341857311243526
C1orf132	hsa-miR-942-5p	GSK3B	THYM	0.341846080040901
COL4A2-AS1	hsa-miR-17-5p	CLIC4	THYM	0.341819918381037
RP11-305E6.4	hsa-miR-21-5p	SERPINB5	THYM	0.341760943741441
TUG1	hsa-miR-29b-3p	SP1	THYM	0.341698744426483
CTD-2517M22.14	hsa-miR-17-5p	TGFBR2	THYM	0.341643247696973
CCDC18-AS1	hsa-miR-141-3p	MAPK14	THYM	0.34163793108889
